t,S,I,R
0.0,7210.0,1.0,0.0
0.25,7209.948701688058,1.0296316452762195,0.021666666666666667
0.5,7209.895883698528,1.0601409491576848,0.043975352314318095
0.75,7209.841501042742,1.0915538843796022,0.06694507287940127
1.0,7209.785507402025,1.1238971909342932,0.09059540704095932
1.25,7209.727855088501,1.1571983986548426,0.11494651284453568
1.5,7209.6684950047265,1.1914858504585566,0.1400191448153906
1.75,7209.607376602156,1.2267887262692079,0.165834671575326
2.0,7209.544447838385,1.2631370676375766,0.1924150939778255
2.25,7209.479655133144,1.3005618030803365,0.21978306377663964
2.5,7209.412943322999,1.3390947741578911,0.24796190284338027
2.75,7209.344255614738,1.3787687623123335,0.27697562295013456
3.0,7209.27353353738,1.4196175164872886,0.30684894613356845
3.25,7209.200716892791,1.461675781551994,0.3376073256574597
3.5,7209.125743704857,1.5049793275525902,0.36927696759108625
3.75,7209.048550167166,1.549564979814219,0.4018848530213924
4.0,7208.969070589165,1.5954706499181746,0.4354587609173671
4.25,7208.887237340757,1.6427353675790093,0.47002729166559426
4.5,7208.802980795258,1.6913993134471772,0.5056198912964728
4.75,7208.716229270717,1.7415038528634839,0.5422668764211617
5.0,7208.62690896951,1.7930915705923296,0.5799994598998705
5.25,7208.534943916177,1.8462063065614498,0.6188497772627043
5.5,7208.44025589346,1.9008931926366062,0.658850913904869
5.75,7208.342764376463,1.957198690460441,0.7000369330786622
6.0,7208.242386464911,2.0151706303854846,0.7424429047053052
6.25,7208.139036813439,2.074858251532102,0.786104935030324
6.5,7208.032627559852,2.1363122430029815,0.8310601971468529
6.75,7207.923068251303,2.199584786286595,0.8773469624119175
7.0,7207.810265768338,2.264729598882921,0.9250046327814604
7.25,7207.694124246726,2.3318019791855753,0.9740737740905904
7.5,7207.57454499704,2.4008588526554027,1.024596150306278
7.75,7207.4514264219,2.4719588193214705,1.0766147587804784
8.0,7207.324663930823,2.545162202646347,1.1301738665324437
8.25,7207.1941498526185,2.6205310997934843,1.1853190475897812
8.5,7207.059773345248,2.698129433335495,1.24209722141864
8.75,7206.921420303084,2.7780230044430936,1.3005566924742424
9.0,7206.778973261502,2.8602795475954825,1.3607471909038429
9.25,7206.632311298712,2.944968786853978,1.4227199144350784
9.5,7206.481309934776,3.0321624937417186,1.4865275714835813
9.75,7206.325841027713,3.1219345467733683,1.5522244255146518
10.0,7206.165772666626,3.2143609926797865,1.6198663406947413
10.25,7206.000969061757,3.3095201093737625,1.68951082886947
10.5,7205.831290431391,3.407492470704014,1.7612170979059016
10.75,7205.656592885517,3.5083610130457927,1.8350461014378219
11.0,7205.476728306169,3.6122111037775952,1.911060590053814
11.25,7205.291544224337,3.719130611694653,1.9893251639689953
11.5,7205.100883693367,3.8292099794110634,2.0699063272223794
11.75,7204.904585158753,3.942542297803635,2.1528725434429523
12.0,7204.70248232422,4.059223382551746,2.2382942932286976
12.25,7204.494404013988,4.179351852828749,2.3262441331839856
12.5,7204.280174031137,4.3030292122017215,2.4167967566619417
12.75,7204.059611011943,4.43035993179762,2.5100290562596457
13.0,7203.83252827609,4.561451535795193,2.6060201881152607
13.25,7203.598733672639,4.6964146893032925,2.70485163805749
13.5,7203.358029421654,4.83536328868753,2.8066072896590613
13.75,7203.110211951344,4.978414554408554,2.911373494247291
14.0,7202.855071730637,5.125689126436542,3.0192391429261427
14.25,7202.592393097027,5.277311162307829,3.130295740665601
14.5,7202.3219540795935,5.433408437890946,3.244637482515604
14.75,7202.043526217066,5.594112450930676,3.3623613320032413
15.0,7201.756874370786,5.759558527440081,3.483567101773406
15.25,7201.461756532453,5.929885931011798,3.6083575365346077
15.5,7201.157923626505,6.10523797512125,3.7368383983731968
15.75,7200.845119307003,6.2857621384957465,3.8691185545008238
16.0,7200.523079748873,6.471610183624777,4.005310067501565
16.25,7200.191533433364,6.662938278488129,4.145528288146768
16.5,7199.850200927573,6.859907121579764,4.289891950847345
16.75,7199.4987946578785,7.062682070306656,4.438523271814907
17.0,7199.137018677152,7.271433272843096,4.591548050004884
17.25,7198.764568425561,7.486335803522176,4.749095770916485
17.5,7198.381130484827,7.707569801847405,4.911299713326132
17.75,7197.986382325759,7.935320615208559,5.078297059032826
18.0,7197.579992048918,8.169778945387057,5.250229005695678
18.25,7197.161618118218,8.411140998937187,5.427240882845731
18.5,7196.730909087314,8.659608641530625,5.609482271156037
18.75,7196.287503318592,8.91538955635261,5.7971071250558674
19.0,7195.831028694584,9.178697406639149,5.990273898776841
19.25,7195.3611023216345,9.44975200244541,6.189145675920689
19.5,7194.877330225624,9.728779471736313,6.393890302640339
19.75,7194.379307039581,10.016012435890987,6.60468052452796
20.0,7193.866615682981,10.311690189713397,6.821694127305598
20.25,7193.338827032542,10.61605888604195,7.045114081416055
20.5,7192.795499584336,10.929371725051286,7.275128690613631
20.75,7192.236179107004,11.251889148339746,7.511931744656408
21.0,7191.660398285901,11.58387903789614,7.755722676203769
21.25,7191.067676357936,11.92561692003947,8.006706722024852
21.5,7190.457518736949,12.277386174425109,8.265095088625706
